"Listing Number","Subdivision","Street Number","Street Name","Status","Area","Listing Date","Expiration Date","Status Change Date","Under Contract Date","Agent Days On Market","Cumulative DOM","Original List Price","Listing Price","Sold Price","Sold Price/SqFt","SqFt - Living","# Bedrooms","Baths - Full","Baths - 1/2","Approximate Age","Lot Dimensions","Property Type","Type","Sold Date","Acreage Range","Selling Office","Listing Office","Listing Member","Selling Member","City","State","Zip Code","Unit #","Parish","Co-selling Member","Legal Desc","Projected Closing Date","Compensation","Pool on Subject Property","Lot #","Co-listing Member","Sold Terms"
"22009815","West Village","311d","Villager","A","F","2022-10-18","","2022-10-19","","365","365","460600.00","460600.00","","","1960.00","3","2","","Under Construction","44 x 115","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Anna-Corinne Mahtook","","Scott","LA","70583","","Lafayette","","Lot R-122 West Village PH II","","2.5 - 150","N","R-123","Hailey Daigle Genin",""
"23008814","None","1107","Northern","A","A1","2023-09-26","","2023-10-17","","1","1","190000.00","190000.00","","","1900.00","3","2","","31 - 40 Years","100' X 145.2'","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Nicholas Pearson","","Crowley","LA","70526","","Acadia","","100' X 145.2' OR .30 AC IN SEC 37 T10-1E (ON PB PG 10) (2 LOTS) (IMP)","","2.5%","N","0","",""
"23003901","The Reserve","405","Habitat Ridge","A","O","2023-05-03","","2023-05-06","","168","168","415000.00","395000.00","","","2172.00","4","3","","6 - 10 Years","56x120","Residential","DS","","0 - 0.5","","Coldwell Banker Trahan Real Estate Group (l001281)","Deanna Saizon","","Broussard","LA","70518","","Lafayette","","LOT 28 THE RESERVE & THE RESERVE ESTATES (56X120)","","3%-$150","N","28","",""
"23003249","Oak Place","104","Oak Terrace","A","G1","2023-04-19","","2023-07-26","","85","85","585200.00","585200.00","","","3080.00","4","3","","16 - 20 Years","80.06X130X80X128.45","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Bridget Simon","","Lafayette","LA","70508","","Lafayette","","LOT 12 OAK PLACE SUBD PHASE I  (80.06X130X80X128.45)","","3%-$150","N","12","",""
"23004493","None","4719","Eraste Hebert","A","I3","2023-05-24","","2023-05-24","","147","147","172000.00","129999.00","","","1446.00","4","1","","51 - 75 Years","100 x 140","Residential","DS","","0.51 - 0.99","","ReHive, LLC (l001228)","Christopher Soileau","","New Iberia","LA","70560","","Iberia","","1-100 X 140 LOT 3, LOT 1, LOT 5, E.HEBERT RD. BEING LOT 2 ON PLAT. LO","","2.25%","N","2","",""
"23002503","La Pointe Village","1093","Jordan","A","M2","2023-03-28","","2023-03-28","","204","204","233000.00","233000.00","","","1423.00","3","2","","Under Construction","as per plat","Residential","DS","","0 - 0.5","","Rhodes Realty, LLC (l001240)","Jonathan Pry","","St. Martinville","LA","70582","","St Martin","","0.28 AC: BEING LOT 20 OF LA POINTE VILLAGE SUB. PER PLAT OF SURVEY #391266COB: 1448-359-391265 1448-363-391266 1478-626-","","2%-$150","N","20","Ava Trimble",""
"23004550","Park Vista","1815","George","A","L2","2023-05-23","","2023-07-20","","146","146","109900.00","74900.00","","","1150.00","3","1","1","41 - 50 Years","70 x 135","Residential","DS","","0 - 0.5","","Vylla Home (l001346)","Pam Arceneaux","","Opelousas","LA","70570","","St Landry","","1 LOT 228-A (70X135) PARK VISTA SUB DIV N LOT 227-B S PARK VISTA HOME OWNERS CORPORATION E LOT 229  W GEORGE DR FRONTING","","see RR","N","228-A","",""
"23004494","Ville de Cote Gelee","236","Tennyson","A","O","2023-05-24","","2023-05-24","","147","147","268500.00","268500.00","","","1522.00","3","2","","New","60x123.12x60x123.56","Residential","DS","","0 - 0.5","","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","","Broussard","LA","70518","","Lafayette","","LOT 25 VILLE DE COTE GELEE PH 2  (60X123.56X60X123.12)","","2.5%","N","25","",""
"23006511","None","811","Savoie","A","L2","2023-07-20","","2023-07-20","","90","90","765000.00","765000.00","","","2932.00","5","3","","11 - 15 Years","470x980","Residential","DS","","6 - 10.99","","ReHive, LLC (l001228)","Elizabeth Coleman","","Cankton","LA","70584","","St Landry","","7.89 AC LOT 3 N LOT 2 S BACQUE & GUIDRY E ARDOIN W SAVOIE RD IN SEC 1","","2.5","N","003","",""
"23006785","Cedar Creek","119","Florence Peak","A","D","2023-07-27","","2023-09-13","","75","75","263000.00","248000.00","","","1874.00","4","2","","Under Construction","50X120","Residential","DS","","0 - 0.5","","Goldie Locks Realty LLC (l001197)","Brandy Siner","","Lafayette","LA","70501","","Lafayette","","Cedar creek subdivision lot 30 50X120","","3","N","30","",""
"23007807","None","3039","Lovell","A","A1","2023-08-21","","2023-09-06","","42","42","285000.00","285000.00","","","2775.00","2","2","","31 - 40 Years","arpx 250 x 220","Residential","DS","","1 - 2.99","","A.L.C. Real Estate (l000016)","Marianne Dupuis","","Crowley","LA","70526","","Acadia","","1.26 Ac, Sec 1, T10S-R1E","","3% of Net*","Y","N/A","",""
"23008169","None","201","First","A","E","2023-09-07","","2023-09-07","","41","41","148000.00","142000.00","","","1286.00","2","1","","51 - 75 Years","40x120","Residential","DS","","0 - 0.5","","NextHome Cutting Edge Realty (l001236)","MaryBeth Walsh","","Duson","LA","70529","","Lafayette","","LOTS 5-6 BLK 33 TOWN OF DUSON (0.11 AC)(40X120) EACH","","2.5","N","5-6","",""
"23008374","Holiday Hills","205","Lahasky","A","P","2023-09-11","","2023-09-13","","37","37","249000.00","247000.00","","","1657.00","3","2","","16 - 20 Years","70 x 105","Residential","DS","","0 - 0.5","","Latter & Blum - NI (l001161)","Rebecca Ruskoski","","Youngsville","LA","70592","","Lafayette","","LOT 1 HOLIDAY HILLS SUB PHASE I (70X105.02X70X105.08)","","3%-150","N","1","",""
"23002757","None","15535","Pershing Road","A","V2","2023-04-04","","2023-04-14","","187","187","225000.00","199900.00","","","2100.00","4","2","1","51 - 75 Years","As per title","Residential","DS","","1 - 2.99","","Keaty Real Estate Team (l000932)","Amanda Kidder","","Kaplan","LA","70548","","Vermilion","","1.57 AC IN SEC 35 T 11 R 2 E BEING LOT 10 DOUBLE R S/D 20-5619 201-11430 IMP","","3%-$150","N","10","",""
"22009856","Stonehaven on the River","320","Dunvegan","A","N","2022-10-20","","2022-10-20","","363","363","368000.00","360000.00","","","1868.00","3","2","","New","50X115","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Arla Slaughter","","Lafayette","LA","70503","","Lafayette","","LOT T76 STONEHAVEN ON THE RIVER","","2.5%-$150","N","T76","",""
"23009382","Madison Landing","109","Grenadine","A","K","2023-10-17","","2023-10-17","","1","1","259999.00","259999.00","","","1446.00","3","2","","New","38x106","Residential","DS","","0 - 0.5","","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","","Lafayette","LA","70506","","Lafayette","","LOT 6 MADISON LANDING  (38X106) (4028 SQ FT) (0.092 AC)","","2.5% - See RR","N","06","",""
"23004141","Royal Gardens","166","Santa Marie","A","L2","2023-05-12","","2023-05-12","","159","159","224000.00","214000.00","","","1526.00","3","2","","51 - 75 Years","Irregualr","Residential","DS","","0.51 - 0.99","","Keller Williams Realty Acadiana (l000906)","Helen Thibeaux","","Opelousas","LA","70570","","St Landry","","6 LOTS 7 8 9 10 11 (25X131.9 EACH) 12 (50X131.9 IRREGULAR SHAPE) BLK","","3%","N","7,8,9,10,11,12","Colby Richard",""
"23004139","None","6596","Fusilier","A","V1","2023-05-09","","2023-05-12","","162","162","375000.00","300000.00","","","1536.00","3","2","","51 - 75 Years","421  X 795","Residential","DS","","6 - 10.99","","Keller Williams Realty Acadiana (l000906)","Charlie Gardiner","","Maurice","LA","70555","","Vermilion","","6.994 AC IN SEC 48 & 51 T 11 R 4 E TRACT 6","","2.5 %","N","TRACT 6","",""
"23008576","Maryview Farm","210","Sheila","A","D","2023-09-19","","2023-09-19","","29","272","174900.00","169900.00","","","1856.00","3","2","","51 - 75 Years","As per recorded","Residential","DS","","0.51 - 0.99","","Century 21 Action Realty (l001065)","Tammy Cormier","","Lafayette","LA","70507","","Lafayette","","LOT 16 MARYVIEW FARM SUB E 110 FT OF PLOT 4","","2.5%-Tech fee","N","16","",""
"23005316","None","824","Main","A","St. Mary","2023-06-15","","2023-06-16","","125","125","250000.00","250000.00","","","3000.00","3","2","1","76+ Years","As Per Plat","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","Tony Cobarrubia","","Franklin","LA","70538","","St Mary","","LOT BD ADAMS ST - TALBOT - CAPRITTO - MAIN  STREET  ACQ 431 339734","","3% -150","N","0","",""
"23006745","None","1411","Main","A","M2","2023-07-26","","2023-08-03","","76","76","138000.00","134900.00","","","1567.00","3","1","1","51 - 75 Years","48.18 X 132","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Jade Dupuis Barras","","St. Martinville","LA","70582","","St Martin","","LOT: 48.18 X 132 GUIRARD, MAIN ST. (HWY 31), CORMIER, DUGAS COB. 971-776A-227830","","3%-150","N","0","",""
"23007401","River Ranch","107","Elysian Fields","A","G1","2023-08-12","","2023-09-28","","43","43","665000.00","665000.00","","","1953.00","3","2","1","16 - 20 Years","40 x 114.56 x 39.90 x 113.50","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Alisha Deville","","Lafayette","LA","70508","","Lafayette","","LOT A-75 VILLAGE OF RIVER RANCH PH III-B (40X114.56X39.90X113.50)","","3%-150","N","A-75","",""
"23004521","Mon Cherie","109","Bruges","A","P","2023-05-23","","2023-05-25","","148","317","459900.00","423150.00","","","2170.00","4","3","","New","55x120","Residential","DS","","0 - 0.5","","RE/MAX Acadiana (l000020)","Mandy Menard Lavergne","","Youngsville","LA","70592","","Lafayette","","LOT 92 IN MON CHERIE SUBDIVISION","","2.5%-$250","N","92","Shonda Veronie",""
"23008577","Mon Cherie","106","Bruges","A","P","2023-09-19","","2023-09-19","","29","182","438900.00","414500.00","","","2126.00","4","2","","New","157.57X150.00X77.75X29.09","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Lucius Hornsby","","Youngsville","LA","70592","","Lafayette","","Lot 95 of Mon Cherie","","2.5","N","95","Robert Burke",""
"23007804","Lolan J Hebert Est","13927","Weston","A","V2","2023-08-24","","2023-08-25","","55","55","179900.00","169900.00","","","1500.00","3","2","","11 - 15 Years","as per plat","Residential","DS","","1 - 2.99","","RE/MAX Acadiana (l000020)","Mandy Menard Lavergne","","Abbeville","LA","70510","","Vermilion","","LOT 1 LOLAN J HEBERT EST IN SEC 18 T 12 R 3      E BND N WESTON RD W BY ROMULES RD 210-12279 2019009463 2022002353 IMP","","3%-$300","N","001","",""
"23008582","Superior Estates","882","Superior","A","L2","2023-09-19","","2023-09-19","","29","29","127000.00","117000.00","","","1184.00","3","2","","6 - 10 Years","102 X 158","Residential","MM","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Selena Lormand","","Church Point","LA","70525","","St Landry","","1 LOT 2 (.370 AC) (102X158) SUPERIOR ESTATES IN SEC 36 T-8S R-3E 1116","","2.5%","N","002","Doug Adams",""
"23009207","Cypress Meadows","407","Lost Bridge","A","O","2023-10-09","","2023-10-10","","9","9","424467.00","424467.00","","","2133.00","3","2","","Under Construction","60X120","Residential","DS","","0 - 0.5","","Robbie Breaux & Team Brokered by Real Broker (l001230)","Robbie Breaux","","Broussard","LA","70518","","Lafayette","","LOT 439 CYPRESS MEADOWS PH 3-B","","2.5% - $150","N","439","",""
"23007787","Langlinais Estates","109","Amberjack","A","O","2023-08-24","","2023-08-25","","55","55","644020.00","644020.00","","","2477.00","4","3","","Under Construction","70 x 135","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Renisa Hampton","","Youngsville","LA","70592","","Lafayette","","Lot 74 Langlinais Estates","","2.5%-150","N","74","",""
"23006747","None","1121","Quarter Pole","A","A2","2023-07-26","","2023-07-26","","84","84","324000.00","278000.00","","","2571.00","4","4","1","16 - 20 Years","As per recorded","Residential","DS","","3 - 5.99","","Century 21 Action Realty (l001065)","Tammy Cormier","","Rayne","LA","70578","","Acadia","","2.63 AC BEING W/2 OF A 6 AC TRACT IN SEC 23 T9-2E (LOT (IMP) (B5+/2759) & 3.00 AC BEING E/2 OF A 6 AC TRACT IN SEC 23 T","","3%","Y","6","",""
"23001451","Mudd Addition","511","Simcoe","A","G3","2023-02-22","","2023-10-10","","232","232","135000.00","77000.00","","","1200.00","3","2","","51 - 75 Years","50x108.8","Residential","DS","","0 - 0.5","","Weiser Realty & Property Managment, LLC (l001327)","Asim Baloch","","Lafayette","LA","70501","","Lafayette","","S W P LOT 26 BLK 1 MUDD ADD (50X108.8)","","2.5%-$150.00","N","002","",""
"23009278","June Park","101","Morningside","A","F","2023-10-12","","2023-10-12","","6","6","215900.00","215900.00","","","1387.00","3","2","","Under Construction","(80 x 120.05 x 80 x 120.08)","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Nicole Trumps","","Duson","LA","70529","","Lafayette","","Lot 22 June Park. (80 x 120.05 x 80 x 120.08","","2.5%","N","22","",""
"23007981","None","7407","Touchet","A","I3","2023-08-29","","2023-08-31","","50","50","164900.00","109900.00","","","1350.00","3","2","","31 - 40 Years","123/125 x 505/517","Residential","DS","","1 - 2.99","","Caffery Real Estate, Inc. (l000915)","Michael Lamperez","","Broussard","LA","70518","","Iberia","","1-123/125 X 505/517 (1.45 AC.) LOT 3, TOUCHET, 20' RIGHT OF PASSAGE, BONIN BEING LOT 4 OF PLAT","","2.5% - 150","N","4","",""
"22008128","None","1920","Milton","A","N","2022-08-23","","2023-05-11","","348","348","125000.00","120000.00","","","1216.00","3","2","","16 - 20 Years","46.92' X 510.21'","Residential","MM","","0.51 - 0.99","","Old South Realty (l000083)","Vernie McNamee","","Lafayette","LA","70508","","Lafayette","","P TR 3 SEC 11 T11S R4E (0.533 AC)(46.92X510.21XCOULEEX 499.44) SEC 11","","3%","N","0","",""
"18010422","None","807","La Neuville","A","O","2018-10-02","","2022-11-07","","1751","1751","274900.00","649900.00","","","2330.00","3","2","","51 - 75 Years","150 X 320 Corner Lot","Residential","DS","","1 - 2.99","","McGeeScott Realty (l001196)","Janice Simar","","Lafayette","LA","70508","","Lafayette","","Lot 7 Sec 25, T10S R4E","","3%-$150","N","7","Katie Bacque",""
"23007251","None","747","Canal","A","L2","2023-08-09","","2023-08-09","","70","70","170000.00","170000.00","","","2560.00","3","2","","11 - 15 Years","0x0","Residential","MM","","3 - 5.99","","EXP Realty, LLC (l001154)","Ryan Meaux","","Opelousas","LA","70570","","St Landry","","3.631 AC TRACT 3 N TRACT 2 S & E CANAL RD W BIDSTRUPIN SEC 46 66 68 T-5S R-3E   1008140   (2008 WAVERLEE 32X80 VIN #17L","","3% -$150","N","000","",""
"23009209","La Cour Beausoleil","402","Adelaide","A","N","2023-10-10","","2023-10-10","","8","8","284900.00","284900.00","","","1684.00","4","2","","Under Construction","50x130","Residential","DS","","0 - 0.5","","Lamplighter Realty, LLC (l001186)","Tassie Fonseca","","Lafayette","LA","70508","","Lafayette","","LOT 63 LA COUR BEAUSOLEIL PH 2  (50X130)","","2.5% - See RR","N","63","",""
"23009208","Langlinais Estates","411","Abercrombie","A","O","2023-10-10","","2023-10-10","","8","8","604900.00","604900.00","","","2754.00","4","3","","New","70X135","Residential","DS","","0 - 0.5","","Reliance Real Estate Group (l001039)","Anna Ward","","Youngsville","LA","70592","","Lafayette","","LOT 32 LANGLINAIS ESTATES","","2.5% RR","N","30","",""
"23006764","Timberstone Estates","602","Bonnet","A","I1","2023-07-26","","2023-07-27","","84","84","219900.00","219900.00","","","1652.00","3","2","","16 - 20 Years","76X118","Residential","DS","","0 - 0.5","","Gauthier Real Estate, Inc. (l000036)","Eloise Gauthier","","New Iberia","LA","70563","","Iberia","","LOT 3, LOT 1, FUTURE DEVELOPMENT, BONNET ST BEING LOT 2, BLK 4, TIMBERSTONE ESTATES SUB PH 1 SEC 22, T12S, R7E","","3%","N","2","",""
"23005571","Acadian Meadows","111","Aubergine","A","K","2023-06-23","","2023-06-23","","117","117","268280.00","268280.00","","","1825.00","3","2","","New","59X115","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70506","","Lafayette","","ACADIAN MEADOWS PHASE 1; LOCATED IN SECT. 18, T10S-R14E","","2.5%","N","196","",""
"23009211","None","220","Bertheaud","A","L2","2023-10-09","","2023-10-10","","9","9","175900.00","175900.00","","","2300.00","3","2","","41 - 50 Years","100x200","Residential","DS","","0 - 0.5","","RE/MAX Excellence (l001244)","Toni Effingger","","Opelousas","LA","70570","","St Landry","","1 LOT PARTS OF 10 & 11 (100X200 TOTAL) BLK 4 BERTHEAUD & DALY ADD N B","","3","N","010, 011","",""
"23005066","Acadian Meadows","122","Aubergine","A","K","2023-06-09","","2023-06-09","","131","131","284995.00","285985.00","","","2072.00","4","3","","New","59X115X59X111","Residential","DS","","0 - 0.5","","Cicero Realty LLC (l001234)","Saun Sullivan","","Lafayette","LA","70506","","Lafayette","","ACADIAN MEADOWS PHASE 1; LOCATED IN SECT. 18, T10S-R14E","","2.5%","N","186","",""
"23003306","Harvest Trace","111","Autumn Drive","A","A1","2023-04-24","","2023-09-28","","127","127","233500.00","208500.00","","","1706.00","4","2","","Under Construction","50 X 130","Residential","DS","","0 - 0.5","","Keaty Real Estate Team (l000932)","James Keaty","","Crowley","LA","70526","","Acadia","","Harvest Trace Lot 24","","3%","N","24","",""
"23008578","Three Mile Lake","160","Maple","A","L1","2023-09-19","","2023-09-19","","29","29","325000.00","298000.00","","","1978.00","3","3","","31 - 40 Years","80X142","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Helen Thibeaux","","Port Barre","LA","70577","","St Landry","","1 LOT R-131 (80X142) THREE MILE LAKE IN SEC 10 T-6S R-6E ST LANDRY PARISH","","3%-$150","Y","131R","",""
"22010350","None","711","Main","A","O","2022-11-07","","2022-11-07","","345","345","395000.00","395000.00","","","2276.00","3","3","","New","IRR","Residential","AS","","0 - 0.5","","The Gleason Group (l001255)","Will Taylor","","Broussard","LA","70518","1100","Lafayette","","See remarks","","2.5%-150","N","1","Brooke Gleason",""
"23001336","Oaklawn Park","261","Louise","A","G3","2023-02-16","","2023-09-07","","222","222","595000.00","575000.00","","","4928.00","5","3","2","51 - 75 Years","139.9x135.3x112.3x151.97","Residential","DS","","0 - 0.5","","Keller Williams Realty Acadiana (l000906)","Nancy Marcotte","","Lafayette","LA","70506","","Lafayette","","Lots 266-267-268-269-270 Oaklawn Park Add","","3%","Y","266-270","",""
"23006751","None","1056","Jed","A","M1","2023-07-26","","2023-07-26","","84","84","185000.00","179000.00","","","1568.00","3","2","","1 - 3 Years","as per plat","Residential","MM","","0.51 - 0.99","","EXP Realty, LLC (l001154)","Tyler Vallot","","Breaux Bridge","LA","70517","","St Martin","","0.80 AC: LOT 20 OF THE BETSY FARM SUB. PER PLAT OF SURVEY #2288061868","","3","Y","20","Kate Mouton",""
"23004522","Frere's Add","922","French","A","I2","2023-05-24","","2023-05-25","","147","147","49900.00","44900.00","","","2258.30","5","2","","31 - 40 Years","54 x 111","Residential","DS","","0 - 0.5","","Latter & Blum (l000050)","Dona Zeringue","","New Iberia","LA","70560","","Iberia","","1- 54 X 111 NELSON, FRENCH ST, ROULY, WANA ST BEING PART LOT 1, BLK.","","3%-100","N","P1","",""
